cpu_percent,memory_percent,cmdline_length,network_connections_count,suspicious_keyword_count,label
1.57,19.66,78,4,0,BENIGN
80.09,28.95,289,7,2,MALICIOUS
2.63,7.61,55,0,0,BENIGN
1.33,7.03,73,3,0,BENIGN
92.49,30.45,320,6,4,MALICIOUS
0.88,18.13,92,4,0,BENIGN
98.29,20.17,101,8,3,MALICIOUS
94.51,24.04,122,6,1,MALICIOUS
52.4,7.01,155,2,2,MALICIOUS
1.09,11.69,40,3,0,BENIGN
22.39,21.43,130,3,0,BENIGN
61.88,26.84,103,1,2,MALICIOUS
57.25,45.93,89,10,0,BENIGN
86.03,43.4,101,8,3,MALICIOUS
1.35,4.44,48,0,0,BENIGN
53.02,15.11,96,2,2,MALICIOUS
87.35,30.89,227,8,4,MALICIOUS
84.61,16.21,247,2,1,MALICIOUS
26.0,32.98,153,9,0,BENIGN
52.15,26.64,162,2,2,MALICIOUS
11.65,14.98,75,3,0,BENIGN
0.34,17.9,124,0,0,BENIGN
6.58,14.5,109,7,0,BENIGN
5.89,16.71,104,0,0,BENIGN
86.24,37.19,185,7,0,BENIGN
77.7,16.46,175,3,1,MALICIOUS
0.93,20.82,104,3,0,BENIGN
82.1,1.16,117,1,0,BENIGN
99.04,11.23,180,3,4,MALICIOUS
6.31,6.58,69,0,0,BENIGN
60.64,28.26,60,0,0,BENIGN
32.73,16.8,70,1,2,MALICIOUS
87.63,34.58,125,5,2,MALICIOUS
60.28,8.03,119,3,2,MALICIOUS
12.34,19.83,118,1,0,BENIGN
2.39,16.12,61,1,0,BENIGN
70.87,30.39,119,2,3,MALICIOUS
87.27,34.23,207,8,3,MALICIOUS
51.91,18.27,130,2,0,BENIGN
1.69,17.73,68,0,0,BENIGN
0.51,17.3,39,0,0,BENIGN
41.97,2.24,83,1,0,BENIGN
47.74,22.41,70,0,0,BENIGN
86.76,8.51,226,1,3,MALICIOUS
0.66,5.36,12,0,0,BENIGN
4.1,1.77,128,0,0,BENIGN
98.55,14.81,257,2,2,MALICIOUS
58.57,22.95,135,4,0,BENIGN
7.21,7.06,103,4,0,BENIGN
84.07,39.73,263,4,4,MALICIOUS
92.87,28.32,231,2,1,MALICIOUS
92.7,31.9,243,4,1,MALICIOUS
6.85,6.51,19,0,0,BENIGN
79.55,19.68,151,8,2,MALICIOUS
23.51,16.05,78,2,0,BENIGN
81.82,5.52,137,1,3,MALICIOUS
85.93,23.65,110,8,4,MALICIOUS
49.23,11.29,116,2,0,BENIGN
6.52,5.03,36,1,0,BENIGN
77.47,30.19,153,5,4,MALICIOUS
79.15,12.59,84,1,3,MALICIOUS
0.52,10.39,106,0,0,BENIGN
99.2,33.5,152,2,1,MALICIOUS
79.45,16.22,92,7,3,MALICIOUS
10.26,7.58,122,2,0,BENIGN
3.18,18.61,79,4,0,BENIGN
4.08,13.28,40,2,0,BENIGN
3.93,18.28,92,0,0,BENIGN
77.68,28.17,311,6,1,MALICIOUS
4.14,10.27,43,0,0,BENIGN
76.86,34.71,302,4,4,MALICIOUS
76.39,7.21,192,2,4,MALICIOUS
82.55,35.48,321,2,1,MALICIOUS
89.38,5.52,141,5,2,MALICIOUS
4.52,5.13,111,2,0,BENIGN
84.76,46.4,186,16,0,BENIGN
92.17,32.17,248,2,1,MALICIOUS
13.6,33.35,193,7,0,BENIGN
56.17,15.74,81,4,0,BENIGN
4.67,15.27,130,2,0,BENIGN
93.85,16.73,308,7,4,MALICIOUS
32.91,5.87,61,0,0,BENIGN
7.8,15.12,56,2,0,BENIGN
71.98,27.11,241,2,2,MALICIOUS
29.01,16.2,103,0,0,BENIGN
2.1,3.59,26,0,0,BENIGN
62.77,12.46,123,3,0,BENIGN
29.65,5.1,93,3,0,BENIGN
13.08,33.49,141,11,0,BENIGN
80.48,18.34,126,3,1,MALICIOUS
98.39,15.04,222,8,4,MALICIOUS
2.05,4.45,56,3,0,BENIGN
2.73,11.14,19,0,0,BENIGN
4.27,3.47,19,0,0,BENIGN
18.45,21.04,51,0,0,BENIGN
3.97,23.11,113,0,0,BENIGN
23.24,8.59,122,0,0,BENIGN
92.83,3.09,69,0,0,BENIGN
54.34,26.07,67,3,3,MALICIOUS
4.45,29.71,25,0,0,BENIGN
81.49,21.68,165,4,3,MALICIOUS
53.5,31.06,151,3,0,BENIGN
21.68,5.92,107,2,0,BENIGN
92.55,14.75,144,1,3,MALICIOUS
89.34,24.84,93,0,0,BENIGN
22.87,24.07,140,1,0,BENIGN
3.31,7.37,25,2,0,BENIGN
75.22,34.91,62,2,2,MALICIOUS
63.75,50.15,54,2,0,BENIGN
43.69,19.24,57,2,1,MALICIOUS
27.15,6.38,116,0,0,BENIGN
2.69,11.78,104,4,0,BENIGN
3.52,4.42,38,3,0,BENIGN
11.06,11.66,133,0,0,BENIGN
56.46,17.01,109,3,0,BENIGN
64.53,4.94,131,0,0,BENIGN
99.88,38.54,168,5,1,MALICIOUS
3.9,18.84,109,2,0,BENIGN
14.95,7.76,139,1,0,BENIGN
22.02,9.11,161,9,0,BENIGN
1.52,29.63,123,4,0,BENIGN
3.72,11.69,18,2,0,BENIGN
4.68,26.38,132,3,0,BENIGN
71.78,14.01,180,5,1,MALICIOUS
75.94,37.67,262,2,3,MALICIOUS
4.42,11.72,107,0,0,BENIGN
5.6,2.59,71,0,0,BENIGN
13.72,28.37,19,0,0,BENIGN
80.26,30.52,241,3,4,MALICIOUS
9.61,10.07,108,0,0,BENIGN
93.38,23.48,127,3,4,MALICIOUS
85.59,13.71,97,8,1,MALICIOUS
70.96,44.02,180,8,2,MALICIOUS
3.93,23.44,43,4,0,BENIGN
14.45,21.61,98,2,0,BENIGN
90.72,48.9,299,6,1,MALICIOUS
12.91,31.45,166,5,0,BENIGN
11.54,5.99,28,4,0,BENIGN
0.15,22.88,84,0,0,BENIGN
58.22,8.83,101,2,2,MALICIOUS
0.74,19.67,19,0,0,BENIGN
81.09,4.45,227,7,4,MALICIOUS
11.5,11.03,188,6,0,BENIGN
25.73,14.45,117,2,0,BENIGN
4.46,15.33,57,1,0,BENIGN
84.55,6.8,184,8,2,MALICIOUS
70.6,43.2,87,16,0,BENIGN
65.25,28.77,185,1,0,BENIGN
2.14,16.79,43,0,0,BENIGN
0.6,20.48,86,0,0,BENIGN
70.66,23.85,280,1,2,MALICIOUS
84.73,21.73,218,3,3,MALICIOUS
21.22,17.47,23,1,0,BENIGN
0.94,13.58,114,0,0,BENIGN
20.52,7.1,53,3,0,BENIGN
5.77,2.02,61,1,0,BENIGN
17.19,30.49,45,4,0,BENIGN
4.79,15.64,22,0,0,BENIGN
5.97,15.57,136,0,0,BENIGN
55.5,56.52,181,5,0,BENIGN
62.22,29.43,175,0,0,BENIGN
4.77,7.31,72,0,0,BENIGN
80.35,39.0,221,3,0,BENIGN
84.14,21.98,91,6,3,MALICIOUS
11.46,1.22,40,2,0,BENIGN
4.49,28.82,10,3,0,BENIGN
90.68,7.53,307,3,2,MALICIOUS
79.16,36.45,47,0,0,BENIGN
3.68,16.82,22,0,0,BENIGN
93.32,12.69,89,3,1,MALICIOUS
1.02,8.52,47,3,0,BENIGN
7.85,6.79,64,3,0,BENIGN
30.5,27.87,107,0,0,BENIGN
6.11,11.35,66,1,0,BENIGN
25.81,7.6,111,3,0,BENIGN
70.91,9.83,104,1,3,MALICIOUS
1.42,16.74,73,0,0,BENIGN
57.81,34.69,288,5,2,MALICIOUS
68.5,28.46,51,8,0,BENIGN
20.55,24.04,79,0,0,BENIGN
0.04,15.05,70,3,0,BENIGN
69.11,18.91,252,4,2,MALICIOUS
94.91,40.04,200,8,4,MALICIOUS
13.22,2.79,70,0,0,BENIGN
90.13,18.47,252,6,4,MALICIOUS
79.82,8.02,271,4,4,MALICIOUS
76.17,15.65,146,5,2,MALICIOUS
27.15,17.62,91,3,0,BENIGN
18.78,8.94,21,1,0,BENIGN
77.69,7.35,317,1,1,MALICIOUS
4.97,5.01,82,2,0,BENIGN
77.4,40.43,148,16,0,BENIGN
2.76,5.44,30,2,0,BENIGN
72.11,12.96,214,8,1,MALICIOUS
72.86,6.26,159,4,3,MALICIOUS
76.83,20.7,279,4,1,MALICIOUS
34.03,19.4,151,8,0,BENIGN
84.24,39.57,231,2,4,MALICIOUS
61.62,3.99,67,1,0,BENIGN
25.42,27.57,121,3,0,BENIGN
1.94,25.97,39,0,0,BENIGN
98.59,24.53,94,2,2,MALICIOUS
0.49,19.7,110,0,0,BENIGN
97.53,20.59,315,3,4,MALICIOUS
34.2,11.48,85,3,0,BENIGN
47.08,32.09,128,2,3,MALICIOUS
17.29,16.32,60,1,0,BENIGN
3.22,23.04,130,0,0,BENIGN
3.19,11.03,50,2,0,BENIGN
21.77,5.53,133,0,0,BENIGN
27.07,24.04,66,0,0,BENIGN
49.45,28.44,127,3,0,BENIGN
99.67,26.67,248,2,1,MALICIOUS
5.79,18.35,81,9,0,BENIGN
76.73,54.37,174,7,0,BENIGN
2.11,8.5,73,1,0,BENIGN
81.69,41.05,165,3,2,MALICIOUS
3.28,29.17,68,4,0,BENIGN
79.75,19.82,210,3,1,MALICIOUS
85.77,41.32,311,8,4,MALICIOUS
68.44,42.49,82,3,0,BENIGN
82.47,19.57,133,2,2,MALICIOUS
0.09,8.97,113,3,0,BENIGN
4.24,7.94,100,4,0,BENIGN
72.43,31.75,266,7,3,MALICIOUS
94.01,28.38,127,1,2,MALICIOUS
75.85,33.51,182,8,4,MALICIOUS
3.56,13.42,30,0,0,BENIGN
3.35,17.01,65,0,0,BENIGN
74.5,62.07,163,5,0,BENIGN
31.04,26.6,153,9,0,BENIGN
80.15,38.27,265,6,1,MALICIOUS
1.94,2.72,72,0,0,BENIGN
61.81,39.79,191,5,1,MALICIOUS
88.34,7.61,214,6,4,MALICIOUS
76.65,16.1,140,3,2,MALICIOUS
3.73,16.53,77,0,0,BENIGN
4.25,2.08,45,4,0,BENIGN
93.94,16.12,110,0,0,BENIGN
4.29,29.57,34,0,0,BENIGN
94.67,32.64,319,2,3,MALICIOUS
4.35,18.67,71,0,0,BENIGN
66.3,13.76,105,0,0,BENIGN
76.07,27.87,30,0,0,BENIGN
24.2,28.23,104,2,0,BENIGN
6.53,3.6,89,0,0,BENIGN
0.93,17.66,107,0,0,BENIGN
27.84,7.1,52,0,0,BENIGN
34.74,18.77,101,1,3,MALICIOUS
29.53,12.61,188,3,3,MALICIOUS
76.82,21.45,266,5,3,MALICIOUS
45.95,0.97,89,0,0,BENIGN
94.58,31.96,262,2,3,MALICIOUS
31.84,14.43,178,5,0,BENIGN
5.9,4.41,51,0,0,BENIGN
86.51,9.51,103,5,4,MALICIOUS
77.24,39.69,200,5,1,MALICIOUS
67.41,42.95,173,4,0,BENIGN
27.31,29.59,175,5,0,BENIGN
88.08,34.29,261,2,3,MALICIOUS
91.4,13.27,83,1,4,MALICIOUS
94.97,16.46,297,4,1,MALICIOUS
0.6,25.84,43,0,0,BENIGN
88.72,22.58,152,1,2,MALICIOUS
83.5,21.23,60,4,2,MALICIOUS
0.0,24.5,44,0,0,BENIGN
41.98,22.83,69,4,1,MALICIOUS
6.04,28.46,38,0,0,BENIGN
1.6,13.35,40,0,0,BENIGN
95.92,37.83,162,1,3,MALICIOUS
33.47,28.47,110,1,0,BENIGN
4.21,16.92,97,0,0,BENIGN
25.85,16.03,115,2,0,BENIGN
84.75,9.51,259,8,1,MALICIOUS
25.63,17.47,140,0,0,BENIGN
70.24,13.66,120,2,3,MALICIOUS
82.24,33.2,109,4,1,MALICIOUS
0.64,9.39,20,2,0,BENIGN
48.8,12.76,111,3,3,MALICIOUS
87.26,11.52,91,4,0,BENIGN
93.71,31.47,269,2,3,MALICIOUS
38.89,10.65,202,3,2,MALICIOUS
1.87,29.61,103,2,0,BENIGN
0.96,25.28,107,1,0,BENIGN
46.44,17.56,193,4,1,MALICIOUS
96.28,6.68,133,3,2,MALICIOUS
5.3,26.49,81,2,0,BENIGN
69.06,50.02,111,12,0,BENIGN
3.55,12.22,17,0,0,BENIGN
82.97,4.98,231,5,2,MALICIOUS
97.05,9.17,320,5,3,MALICIOUS
65.13,36.52,59,4,0,BENIGN
1.45,11.95,43,0,0,BENIGN
15.44,23.64,121,1,0,BENIGN
85.08,4.77,152,1,3,MALICIOUS
93.21,26.45,326,8,2,MALICIOUS
86.73,24.41,192,6,3,MALICIOUS
90.16,44.33,270,5,4,MALICIOUS
52.2,49.15,109,0,0,BENIGN
85.11,19.28,122,0,0,BENIGN
1.41,14.72,100,2,0,BENIGN
67.41,55.46,189,7,0,BENIGN
1.72,21.22,45,1,0,BENIGN
56.61,25.18,191,3,0,BENIGN
30.28,26.09,131,3,0,BENIGN
82.38,12.71,324,7,2,MALICIOUS
19.42,16.74,90,3,0,BENIGN
73.92,19.02,73,6,4,MALICIOUS
85.54,19.29,308,7,3,MALICIOUS
28.16,10.63,98,10,0,BENIGN
0.58,10.14,49,0,0,BENIGN
3.25,7.64,39,0,0,BENIGN
80.62,22.69,145,3,3,MALICIOUS
7.96,12.69,44,0,0,BENIGN
7.62,27.96,109,0,0,BENIGN
51.35,14.48,140,1,3,MALICIOUS
4.93,5.59,31,2,0,BENIGN
14.78,14.16,51,0,0,BENIGN
90.64,34.0,80,3,1,MALICIOUS
93.29,13.39,327,3,1,MALICIOUS
93.41,41.72,165,4,2,MALICIOUS
3.97,3.82,25,2,0,BENIGN
89.14,31.7,296,7,3,MALICIOUS
4.56,10.4,100,3,0,BENIGN
19.68,22.15,30,0,0,BENIGN
1.06,19.26,15,0,0,BENIGN
5.27,14.1,49,0,0,BENIGN
1.65,14.08,25,0,0,BENIGN
85.1,32.89,66,4,1,MALICIOUS
11.04,26.65,65,2,0,BENIGN
1.46,7.71,56,0,0,BENIGN
23.99,24.42,113,2,0,BENIGN
62.48,5.83,11,0,0,BENIGN
2.95,15.23,137,0,0,BENIGN
32.84,1.87,86,0,0,BENIGN
2.43,11.79,113,4,0,BENIGN
8.51,15.4,99,0,0,BENIGN
98.9,28.5,63,5,4,MALICIOUS
27.96,8.54,40,0,0,BENIGN
8.9,33.05,119,3,0,BENIGN
4.62,23.52,115,2,0,BENIGN
73.44,34.11,121,5,4,MALICIOUS
86.02,4.24,119,1,2,MALICIOUS
79.56,25.75,132,5,1,MALICIOUS
84.17,25.02,136,7,2,MALICIOUS
76.03,15.65,172,5,2,MALICIOUS
53.27,16.86,136,4,2,MALICIOUS
58.57,19.47,142,4,0,BENIGN
98.82,23.92,70,1,1,MALICIOUS
3.06,12.26,28,0,0,BENIGN
95.62,39.92,187,3,4,MALICIOUS
7.34,6.32,46,0,0,BENIGN
92.98,24.65,227,7,4,MALICIOUS
4.45,2.84,130,1,0,BENIGN
0.2,8.86,90,0,0,BENIGN
4.54,15.59,100,3,0,BENIGN
2.05,4.98,137,4,0,BENIGN
78.13,20.84,144,4,2,MALICIOUS
42.39,33.73,211,3,2,MALICIOUS
79.01,19.99,114,6,4,MALICIOUS
99.66,32.41,189,8,1,MALICIOUS
52.15,19.08,120,4,1,MALICIOUS
75.53,11.19,138,3,2,MALICIOUS
3.08,17.69,72,0,0,BENIGN
59.65,46.68,82,3,0,BENIGN
2.2,8.05,78,0,0,BENIGN
33.99,16.98,72,4,0,BENIGN
4.07,10.97,94,4,0,BENIGN
4.47,28.66,78,1,0,BENIGN
31.19,26.12,129,3,3,MALICIOUS
60.46,22.94,45,0,0,BENIGN
83.37,22.75,122,1,0,BENIGN
84.08,8.69,146,2,1,MALICIOUS
96.52,12.63,306,2,4,MALICIOUS
96.46,13.76,122,6,3,MALICIOUS
20.84,15.08,123,1,0,BENIGN
88.55,30.17,237,3,1,MALICIOUS
12.21,9.85,54,0,0,BENIGN
2.16,10.41,73,0,0,BENIGN
79.17,24.06,54,3,4,MALICIOUS
25.35,7.95,54,0,0,BENIGN
37.38,8.6,165,4,2,MALICIOUS
4.14,1.46,72,0,0,BENIGN
89.14,32.42,298,4,2,MALICIOUS
49.84,12.13,117,4,2,MALICIOUS
0.06,8.67,132,0,0,BENIGN
12.52,18.11,82,1,0,BENIGN
96.04,21.12,218,8,3,MALICIOUS
98.95,26.94,151,5,2,MALICIOUS
79.6,38.04,92,4,4,MALICIOUS
87.29,12.73,299,5,4,MALICIOUS
97.53,38.9,303,6,2,MALICIOUS
73.41,23.09,274,3,3,MALICIOUS
78.57,44.23,122,7,3,MALICIOUS
85.52,39.15,207,7,3,MALICIOUS
50.02,21.59,151,2,3,MALICIOUS
42.31,10.27,134,2,2,MALICIOUS
65.04,35.82,243,4,3,MALICIOUS
2.74,2.74,63,3,0,BENIGN
42.98,19.67,35,0,0,BENIGN
20.89,10.98,38,0,0,BENIGN
3.66,10.69,45,4,0,BENIGN
0.75,25.25,96,2,0,BENIGN
71.8,28.36,171,2,1,MALICIOUS
99.18,27.61,130,6,2,MALICIOUS
89.26,41.74,215,4,0,BENIGN
83.27,50.64,340,6,3,MALICIOUS
10.81,10.84,22,3,0,BENIGN
80.04,16.42,88,2,3,MALICIOUS
4.59,10.62,68,0,0,BENIGN
39.73,18.92,213,3,1,MALICIOUS
89.29,7.49,87,4,4,MALICIOUS
42.67,28.99,177,4,1,MALICIOUS
1.63,14.73,100,3,0,BENIGN
78.66,5.95,265,4,1,MALICIOUS
87.69,43.0,225,3,1,MALICIOUS
16.16,5.43,70,0,0,BENIGN
1.81,12.32,90,1,0,BENIGN
99.86,24.16,113,7,4,MALICIOUS
93.67,29.92,252,3,1,MALICIOUS
1.22,0.58,71,2,0,BENIGN
23.33,22.25,63,3,0,BENIGN
2.27,6.3,23,3,0,BENIGN
0.68,2.41,54,4,0,BENIGN
19.74,4.38,90,1,0,BENIGN
96.1,31.33,234,3,1,MALICIOUS
84.44,37.77,277,6,2,MALICIOUS
37.05,11.96,60,2,0,BENIGN
97.17,5.77,214,1,1,MALICIOUS
1.59,24.3,66,1,0,BENIGN
0.34,3.13,134,3,0,BENIGN
56.37,8.81,63,4,0,BENIGN
93.16,14.2,146,1,2,MALICIOUS
35.39,9.7,59,2,0,BENIGN
23.17,4.0,36,0,0,BENIGN
50.8,22.06,29,1,0,BENIGN
92.06,28.43,208,1,4,MALICIOUS
62.56,34.26,131,2,2,MALICIOUS
1.63,8.05,88,1,0,BENIGN
9.26,5.62,90,2,0,BENIGN
3.92,24.0,83,1,0,BENIGN
75.11,23.76,108,4,0,BENIGN
2.38,16.58,77,0,0,BENIGN
1.53,12.28,138,3,0,BENIGN
92.16,41.92,150,3,1,MALICIOUS
64.19,31.14,130,2,1,MALICIOUS
0.79,9.49,93,1,0,BENIGN
0.45,15.45,35,2,0,BENIGN
56.98,26.98,84,3,3,MALICIOUS
2.2,17.47,43,0,0,BENIGN
27.4,17.43,21,0,0,BENIGN
1.33,28.01,27,3,0,BENIGN
0.99,6.15,77,2,0,BENIGN
80.33,49.77,240,1,3,MALICIOUS
6.11,1.63,38,0,0,BENIGN
8.7,13.19,87,0,0,BENIGN
74.05,16.13,106,1,4,MALICIOUS
22.74,5.4,68,3,0,BENIGN
90.73,12.45,198,8,4,MALICIOUS
11.13,8.25,187,10,0,BENIGN
2.97,6.42,63,0,0,BENIGN
78.05,15.77,142,5,2,MALICIOUS
4.65,25.21,95,2,0,BENIGN
7.98,6.58,20,0,0,BENIGN
90.83,14.39,299,2,4,MALICIOUS
63.01,16.03,106,2,0,BENIGN
21.27,29.06,159,11,0,BENIGN
95.98,29.75,303,2,3,MALICIOUS
95.66,19.93,261,5,3,MALICIOUS
32.77,16.3,82,0,0,BENIGN
70.43,20.98,42,4,0,BENIGN
7.32,6.7,75,1,0,BENIGN
0.39,25.36,35,0,0,BENIGN
0.53,27.62,136,1,0,BENIGN
79.33,39.15,139,3,1,MALICIOUS
89.72,16.46,104,0,0,BENIGN
31.58,27.95,87,8,0,BENIGN
90.38,53.46,147,8,1,MALICIOUS
1.47,11.2,23,0,0,BENIGN
8.3,16.77,28,4,0,BENIGN
75.93,7.43,288,2,4,MALICIOUS
28.41,3.5,95,0,0,BENIGN
11.2,14.97,20,4,0,BENIGN
27.14,3.05,34,0,0,BENIGN
16.26,18.61,133,1,0,BENIGN
1.64,19.85,49,0,0,BENIGN
2.85,6.0,83,0,0,BENIGN
79.31,11.67,123,0,0,BENIGN
7.86,13.81,50,1,0,BENIGN
14.72,28.63,116,2,0,BENIGN
2.15,15.81,77,1,0,BENIGN
14.12,20.24,109,3,0,BENIGN
33.57,24.72,171,5,0,BENIGN
7.67,22.24,72,2,0,BENIGN
27.53,31.11,129,12,0,BENIGN
83.75,27.26,216,3,3,MALICIOUS
99.39,37.02,179,6,3,MALICIOUS
2.36,29.62,28,0,0,BENIGN
4.5,21.14,34,0,0,BENIGN
78.85,24.41,318,5,3,MALICIOUS
85.23,22.63,344,8,2,MALICIOUS
97.12,30.44,74,2,3,MALICIOUS
1.83,19.59,19,0,0,BENIGN
22.19,29.49,47,0,0,BENIGN
70.34,15.47,135,7,4,MALICIOUS
4.76,12.76,30,0,0,BENIGN
46.91,0.55,14,0,0,BENIGN
77.91,38.72,110,5,0,BENIGN
6.31,1.14,76,4,0,BENIGN
21.61,25.73,127,1,0,BENIGN
2.73,12.66,43,4,0,BENIGN
43.21,26.27,155,15,0,BENIGN
79.18,20.68,102,4,2,MALICIOUS
15.41,22.04,36,3,0,BENIGN
97.03,15.58,77,2,1,MALICIOUS
57.74,27.22,187,5,0,BENIGN
3.32,2.75,102,0,0,BENIGN
78.39,30.39,80,7,3,MALICIOUS
22.65,6.31,41,1,0,BENIGN
24.89,16.27,99,0,0,BENIGN
17.53,13.79,118,4,0,BENIGN
9.47,8.14,110,0,0,BENIGN
72.31,18.95,200,4,0,BENIGN
72.17,44.16,162,7,2,MALICIOUS
6.82,12.57,80,4,0,BENIGN
56.28,52.34,210,7,0,BENIGN
84.12,63.28,150,2,0,BENIGN
1.71,3.59,112,3,0,BENIGN
21.2,29.39,82,0,0,BENIGN
4.33,4.96,93,3,0,BENIGN
14.42,4.08,27,1,0,BENIGN
88.49,1.39,92,0,0,BENIGN
98.92,39.75,196,5,3,MALICIOUS
72.05,13.56,213,4,3,MALICIOUS
98.35,41.85,177,2,4,MALICIOUS
3.2,16.22,49,0,0,BENIGN
2.94,14.38,114,0,0,BENIGN
93.52,41.99,110,2,1,MALICIOUS
12.36,14.23,127,0,0,BENIGN
3.23,27.26,32,2,0,BENIGN
81.35,40.49,93,3,1,MALICIOUS
97.6,15.33,278,6,3,MALICIOUS
32.57,25.36,92,0,0,BENIGN
4.55,1.85,41,0,0,BENIGN
6.49,19.07,41,4,0,BENIGN
15.81,23.56,91,0,0,BENIGN
79.07,23.0,302,7,1,MALICIOUS
11.93,16.43,94,1,0,BENIGN
50.03,31.0,101,1,1,MALICIOUS
25.08,11.02,60,5,0,BENIGN
2.41,18.21,138,4,0,BENIGN
0.39,19.38,64,0,0,BENIGN
21.61,13.61,100,0,0,BENIGN
83.2,43.27,152,6,4,MALICIOUS
28.16,18.77,22,1,0,BENIGN
76.53,40.4,272,8,3,MALICIOUS
1.63,9.37,27,1,0,BENIGN
21.7,0.76,94,3,0,BENIGN
24.45,2.16,34,0,0,BENIGN
22.95,5.22,84,0,0,BENIGN
4.23,25.56,82,0,0,BENIGN
3.92,14.23,77,0,0,BENIGN
1.03,6.37,25,0,0,BENIGN
94.32,9.11,118,4,0,BENIGN
1.52,12.19,79,0,0,BENIGN
92.94,15.66,91,1,1,MALICIOUS
1.06,9.28,36,1,0,BENIGN
89.58,34.15,67,4,2,MALICIOUS
54.42,24.57,206,4,1,MALICIOUS
90.15,20.94,310,7,1,MALICIOUS
82.27,11.77,135,6,3,MALICIOUS
4.55,1.64,69,0,0,BENIGN
81.95,15.49,88,6,0,BENIGN
28.27,23.96,221,3,1,MALICIOUS
24.91,8.25,45,0,0,BENIGN
27.82,13.35,65,1,0,BENIGN
91.37,43.02,180,16,0,BENIGN
75.23,16.49,120,4,2,MALICIOUS
12.22,14.86,25,2,0,BENIGN
81.41,14.85,225,4,1,MALICIOUS
64.62,41.95,84,10,0,BENIGN
81.39,36.28,116,6,2,MALICIOUS
37.24,5.29,190,1,3,MALICIOUS
87.66,11.53,126,3,0,BENIGN
81.9,55.83,103,15,0,BENIGN
40.85,50.81,79,6,0,BENIGN
40.84,4.5,49,0,0,BENIGN
25.75,9.0,18,0,0,BENIGN
3.14,26.78,95,0,0,BENIGN
0.58,13.44,41,0,0,BENIGN
0.26,28.24,132,0,0,BENIGN
81.07,24.5,54,2,4,MALICIOUS
6.56,11.03,89,0,0,BENIGN
33.02,1.28,111,2,0,BENIGN
4.35,7.33,96,2,0,BENIGN
82.81,12.31,134,6,1,MALICIOUS
2.56,6.26,49,0,0,BENIGN
87.98,44.24,258,3,3,MALICIOUS
9.96,29.72,86,0,0,BENIGN
97.24,11.52,108,7,1,MALICIOUS
0.04,27.68,132,0,0,BENIGN
4.7,18.34,118,0,0,BENIGN
1.37,22.92,96,0,0,BENIGN
96.33,8.88,290,6,4,MALICIOUS
53.38,35.0,197,0,0,BENIGN
4.32,27.09,52,0,0,BENIGN
62.39,14.64,105,2,0,BENIGN
94.25,15.69,177,6,1,MALICIOUS
4.09,6.15,105,0,0,BENIGN
80.93,21.88,314,2,2,MALICIOUS
78.79,30.2,99,4,2,MALICIOUS
12.67,5.75,102,3,0,BENIGN
4.84,17.46,25,1,0,BENIGN
2.96,14.9,60,2,0,BENIGN
19.53,1.12,52,4,0,BENIGN
88.51,16.85,230,2,4,MALICIOUS
23.88,4.71,115,4,0,BENIGN
1.37,3.41,61,0,0,BENIGN
98.85,47.58,272,4,1,MALICIOUS
63.06,17.47,58,1,2,MALICIOUS
16.36,25.5,109,5,0,BENIGN
99.06,36.68,164,2,4,MALICIOUS
1.16,18.14,60,4,0,BENIGN
6.42,25.92,72,0,0,BENIGN
16.05,11.61,18,4,0,BENIGN
2.95,18.83,107,0,0,BENIGN
74.98,33.85,277,7,2,MALICIOUS
83.3,30.3,257,2,1,MALICIOUS
93.69,47.23,217,4,2,MALICIOUS
82.08,16.97,259,4,4,MALICIOUS
75.89,17.03,88,6,4,MALICIOUS
91.33,36.44,147,5,1,MALICIOUS
1.04,20.88,120,4,0,BENIGN
78.26,35.06,146,6,2,MALICIOUS
73.49,7.33,50,0,0,BENIGN
5.53,24.57,173,2,0,BENIGN
33.11,34.28,95,2,0,BENIGN
0.49,11.46,84,2,0,BENIGN
13.02,18.77,111,3,0,BENIGN
67.68,33.81,74,1,0,BENIGN
1.09,22.63,131,1,0,BENIGN
3.22,12.22,70,0,0,BENIGN
88.52,28.62,136,2,3,MALICIOUS
2.5,17.9,13,3,0,BENIGN
2.82,18.39,52,0,0,BENIGN
92.03,13.81,221,3,4,MALICIOUS
74.86,41.83,87,6,3,MALICIOUS
22.92,22.56,152,4,0,BENIGN
6.71,3.56,71,0,0,BENIGN
1.59,2.41,129,3,0,BENIGN
36.81,25.24,58,1,3,MALICIOUS
7.51,9.04,36,0,0,BENIGN
3.08,20.33,67,4,0,BENIGN
80.15,51.03,276,4,4,MALICIOUS
1.24,3.08,84,4,0,BENIGN
85.11,42.14,299,3,1,MALICIOUS
75.55,28.89,232,1,2,MALICIOUS
4.79,6.23,43,3,0,BENIGN
11.6,13.76,71,12,0,BENIGN
42.95,13.23,29,0,0,BENIGN
8.36,3.35,125,0,0,BENIGN
84.96,12.28,252,4,1,MALICIOUS
15.84,7.99,137,0,0,BENIGN
7.04,1.06,61,4,0,BENIGN
80.82,21.64,174,1,3,MALICIOUS
90.12,40.31,263,3,2,MALICIOUS
57.51,42.88,304,3,1,MALICIOUS
74.54,30.25,79,7,3,MALICIOUS
3.63,25.16,135,4,0,BENIGN
3.77,6.92,111,3,0,BENIGN
28.36,27.42,123,0,0,BENIGN
18.74,10.36,23,4,0,BENIGN
